141626;ni siquiera
44340;oh dios
41030;has estado
39094;dios mío
38023;buenas noches
37962;buenos días
37251;cuánto tiempo
34196;has visto
31473;debe haber
31344;mucho tiempo
31176;será mejor
30172;cualquier cosa
28621;haber sido
28585;sin embargo
28314;hace mucho
28127;has hecho
27853;podría haber
24640;desde hace
24137;quiere decir
23029;nueva york
23026;han sido
22257;nunca había
22253;otro lado
21798;cada uno
21622;debe estar
21295;hace años
19497;podría estar
18989;debería haber
18646;debería estar
18000;hemos estado
17547;mucha gente
17469;algún tipo
17052;muchas gracias
16948;mis padres
16910;muchas cosas
16603;hace unos
16427;siento mucho
16321;lugar donde
16250;algún día
16159;toda vida
15897;esas cosas
15755;otra cosa
15319;has dicho
15259;hace falta
15207;han estado
15064;buen trabajo
14543;uno esos
14446;sin duda
14342;mis amigos
14299;había visto
14153;buena suerte
14043;hace tres
13720;espera espera
13606;di cuenta
13583;todas esas
13441;estas cosas
13324;fin semana
13271;quizá sea
13220;ni idea
13081;estados unidos
13001;pudo haber
12986;podemos hablar
12984;alguien quien
12963;has sido
12896;mientras tanto
12835;algún lugar
12759;vas tener
12734;has tenido
12387;nunca has
12264;podemos ir
12243;les dije
12220;has oído
12187;estamos hablando
12085;tus amigos
12011;todas formas
11997;maldita sea
11948;algunas cosas
11895;deberías estar
11800;les gusta
11709;i m
11681;han pasado
11641;han hecho
11597;hablar contigo
11539;uno ellos
11423;hemos tenido
11382;uno mis
11092;cuántas veces
11073;buen día
10909;sigue siendo
10849;cada día
10835;don t
10827;ahí donde
10737;necesito hablar
10647;seis meses
10578;hijo puta
10502;están haciendo
10457;tal sea
10456;usted sabe
10276;ay dios
10227;debes estar
10117;otro día
10081;hablar sobre
10000;hubiera sido
9998;das cuenta
9911;hemos hecho
9906;tres años
9897;puedes ir
9830;necesito saber
9706;tus padres
9648;gracias dios
9620;oye oye
9614;toda noche
9611;quiere hablar
9579;estamos haciendo
9539;cinco minutos
9459;ten cuidado
9456;oído hablar
9442;haber estado
9427;año pasado
9316;buena idea
9293;desde cuándo
9260;damas caballeros
9243;sea sea
9100;mucho mejor
9090;han dicho
9029;única forma
9022;puedes ver
8974;alguien quiere
8937;tres días
8891;cinco años
8863;hace sentir
8699;buenas tardes
8647;hoy día
8632;nosotros somos
8626;puedes estar
8622;da igual
8558;semana pasada
8529;nadie sabe
8501;alguna manera
8454;vale pena
8338;vas ir
8314;alguna idea
8280;ir casa
8189;todas estas
8181;mis hijos
8143;debe tener
8082;unos días
8068;podría tener
8051;hace par
8026;hace tiempo
7942;debo ir
7928;nadie quiere
7894;mejor amigo
7867;hemos visto
7792;diez años
7725;durante años
7712;tanto tiempo
7662;primer día
7654;había sido
7635;has vuelto
7609;única manera
7608;sería mejor
7589;estos tipos
7580;han visto
7552;estamos buscando
7504;haya sido
7485;haber hecho
7483;información sobre
7481;amor dios
7427;entre nosotros
7401;puedes decir
7360;millones dólares
7338;puedes dejar
7338;mucho dinero
7335;justo antes
7298;unos cuantos
7272;nunca visto
7240;unas cuantas
7214;habría sido
7203;dijo había
7122;deben estar
7121;sin importar
7120;mis hombres
7104;mayor parte
7099;aunque sea
7011;ellos están
6987;poco tiempo
6973;siempre has
6962;alguna has
6924;hace seis
6922;han dado
6891;crees puedes
6876;alguna otra
6841;has dado
6836;unos pocos
6832;algunas personas
6831;única persona
6829;quiere saber
6827;dado cuenta
6815;esos tipos
6788;you re
6778;deberías haber
6764;ir ver
6716;hace cinco
6645;toda gente
6617;estado haciendo
6615;otra persona
6611;ahí fuera
6597;media hora
6589;uno tres
6560;diferencia entre
6545;tres veces
6524;primer lugar
6485;hace pensar
6479;podemos dejar
6476;déjame ver
6446;tener sexo
6444;uno nuestros
6424;alguna forma
6387;espero sea
6381;siempre sido
6380;todas partes
6379;tres cuatro
6361;todas cosas
6349;haber visto
6316;algún problema
6294;cualquier otro
6285;unos minutos
6284;cualquier otra
6272;tres meses
6271;nunca antes
6268;nunca pensé
6245;pasar tiempo
6230;ellos tienen
6219;has perdido
6218;algunas veces
6212;agente especial
6206;puedes tener
6143;uno nosotros
6137;cosas están
6112;vas estar
6090;alguna razón
6004;quizás sea
5977;cuándo última
5968;dijo tenía
5958;new york
5955;parece estar
5949;puedes hacerlo
5932;usted debe
5917;todas mis
5915;has venido
5913;hace poco
5873;nuestras vidas
5851;quería hablar
5817;desde luego
5807;decir verdad
5778;casa blanca
5773;puedes venir
5751;nuestra única
5749;había estado
5731;puedes quedarte
5727;uno tus
5721;hemos encontrado
5711;otra forma
5699;cuatro años
5676;debes tener
5635;estas personas
5622;nuestro amigo
5598;sea buena
5593;mucho menos
5583;algún momento
5579;hasta luego
5565;hemos sido
5564;debí haber
5556;quería saber
5528;quiere ver
5513;unos años
5511;uno estos
5511;hemos perdido
5477;estado pensando
5464;tus manos
5450;sobre ti
5438;ti mismo
5418;haber tenido
5415;les diré
5406;podemos tener
5399;única razón
5373;pasado mucho
5369;todas tus
5357;gracias venir
5353;puedes hablar
5352;tus ojos
5339;podrías haber
5331;dios sabe
5319;hace unas
5300;feliz cumpleaños
5270;buenas noticias
5256;has hablado
5254;pensé había
5243;estamos listos
5237;están mis
5232;nunca vi
5227;in the
5220;estar ahí
5216;otras cosas
5208;hubiera hecho
5200;mí también
5180;debo decir
5170;quien sea
5160;juro dios
5145;diez minutos
5127;demasiado tarde
5127;tenía años
5119;les importa
5118;probablemente sea
5107;hace cuatro
5089;única cosa
5083;mismo tiempo
5069;quería ver
5044;estado trabajando
5033;ambos sabemos
5028;necesito ayuda
5026;dijo iba
5021;vas dejar
5012;siempre quise
5002;confía mí
4992;estos hombres
4977;e incluso
4976;mis propios
4965;tres semanas
4951;sea mejor
4944;cosas han
4940;mucho sobre
4923;esperar hasta
4909;nunca han
4906;luchar contra
4896;mil dólares
4892;saber sobre
4888;algún otro
4880;ustedes están
4880;tres horas
4852;unas pocas
4850;resto vida
4848;estamos tratando
4848;amigo mío
4847;otra noche
4838;quizá pueda
4831;quiere ir
4815;mamá papá
4810;hace diez
4808;gente quiere
4774;base datos
4763;número uno
4760;murió hace
4753;usted dijo
4752;sobre mí
4744;algún modo
4738;has pensado
4732;cuanto tiempo
4724;tal pueda
4723;había hecho
4713;hasta donde
4709;favor dime
4705;quería decir
4703;viejo amigo
4694;podemos hacerlo
4684;dijo quería
4683;nunca estado
4678;escena crimen
4670;tarde temprano
4669;da miedo
4658;nuestro trabajo
4656;quise decir
4646;mil millones
4635;ni ni
4633;esas personas
4628;deberíamos ir
4628;debería ir
4610;seis años
4588;mis manos
4587;parece poco
4582;par días
4566;mis ojos
4561;ninguno nosotros
4556;has dejado
4553;haber ido
4552;acabo hablar
4548;anteriormente the
4543;hemos pasado
4540;doy cuenta
4531;día siguiente
4530;otra parte
4525;primer ministro
4521;of the
4515;punto vista
4499;les digo
4479;da cuenta
4478;alguien debe
4468;mí parece
4465;ojalá pudiera
4461;haya hecho
4449;muchas veces
4448;estar cerca
4443;quizá haya
4437;nunca hubiera
4436;han tenido
4425;hemos hablado
4421;estos chicos
4411;justo después
4400;sabía había
4391;ropa interior
4387;deberíamos estar
4386;mucho gusto
4373;hey hey
4367;has ido
4352;pensé sería
4348;buen momento
4348;hace meses
4337;puedes decirme
4317;podemos estar
4309;ustedes tienen
4308;uno otro
4304;preguntas sobre
4297;esos hombres
4296;debería tener
4296;tenía ni
4292;hace cuánto
4290;favor favor
4290;hace año
4289;menos mal
4287;sitio donde
4285;podríamos ir
4271;tenga buen
4270;tenías razón
4257;habría hecho
4251;alguna parte
4245;verdad crees
4237;cinco seis
4236;unas horas
4234;tus cosas
4228;están tus
