6416;toda mi vida
6064;nunca había visto
5194;podría haber sido
5097;debe haber sido
4970;hace mucho tiempo
4753;si yo fuera
4613;tarde o temprano
3443;pudo haber sido
3152;si hubiera sido
3014;espera espera espera
2962;mi mejor amigo
2908;has oído hablar
2685;h e l
2683;desde hace mucho
2661;ni siquiera sabía
2569;tres o cuatro
2421;quería saber si
2297;hace unos años
2280;yo ni siquiera
2207;ni siquiera si
2136;nunca antes había
2105;necesito tu ayuda
2051;todas esas cosas
2045;si hubiera sabido
2024;ni siquiera sabemos
2002;uno tres cuatro
1966;ni siquiera puedes
1948;resto mi vida
1925;haría cualquier cosa
1894;has visto mi
1881;fui yo quien
1839;toda tu vida
1822;pasado mucho tiempo
1819;siempre has sido
1817;oye oye oye
1748;hace tres años
1748;ni siquiera sabe
1734;si hace sentir
1729;ver si podemos
1723;cinco seis siete
1717;desde punto vista
1668;mi mejor amiga
1646;hace seis meses
1646;tu madre yo
1644;ni siquiera has
1637;antes o después
1636;manos donde pueda
1599;si fuera mi
1597;si ni siquiera
1571;mi madre mi
1539;si hubiera hecho
1528;tres cuatro cinco
1525;has estado haciendo
1512;debería haber sido
1484;resto tu vida
1483;tu padre yo
1481;cuatro o cinco
1481;necesito saber si
1438;mi esposa mi
1432;quiere saber si
1432;si hubiera estado
1428;durante mucho tiempo
1425;déjame ver si
1413;hace unos meses
1405;sería mejor si
1400;hace sentir mejor
1379;si yo hubiera
1377;hace cinco años
1376;cuánto tiempo lleva
1370;mi padre mi
1347;cuánto tiempo llevas
1328;hace unos días
1315;cinco o seis
1299;hace diez años
1298;cualquier otra cosa
1292;podría estar cualquier
1283;ni siquiera mi
1270;algún lugar donde
1264;mi esposa yo
1251;hace unas semanas
1245;podría haber hecho
1231;si fuera tu
1217;tu mejor amigo
1203;nunca había estado
1203;nunca has visto
1192;mi vida mi
1176;ver si puedes
1169;ni siquiera tu
1165;todas estas cosas
1159;cada uno ellos
1159;cada uno nosotros
1150;había dado cuenta
1146;cuánto tiempo has
1144;pensé habías dicho
1141;cuatro cinco seis
1135;tu madre tu
1132;nunca había oído
1126;si algún problema
1123;hace tres días
1116;bla bla bla
1114;mis padres están
1105;si alguien quiere
1096;desde hace años
1092;amable tu parte
1092;pasar resto mi
1075;policía nueva york
1073;si tu padre
1072;quería ver si
1070;si nunca hubiera
1056;nunca has estado
1051;si algún día
1050;yo hemos estado
1047;mi hermano yo
1034;has dado cuenta
1033;hablar contigo sobre
1023;ver si alguien
1020;o cualquier otra
1019;cuál tu problema
1019;cada uno ustedes
1016;si alguien hubiera
1015;deberías haber visto
1008;yo fui quien
1006;si hubiera tenido
1004;cuestión tiempo antes
993;ni siquiera hemos
990;solo cuestión tiempo
985;mi padre dijo
979;si yo tuviera
979;déjame ver tu
978;mira ver si
976;debió haber sido
968;podría haber estado
967;conozco desde hace
966;hace tres meses
963;si fuera mí
960;mi padre murió
960;les importa si
958;mi padre yo
957;mi casa mi
957;si fuera yo
955;hace cuatro años
952;mi primer día
952;yo yo yo
952;buenos días señor
936;quería hablar contigo
936;has visto alguna
930;si mi padre
917;necesito hablar contigo
916;si yo estuviera
916;presidente estados unidos
915;debe haber estado
910;preguntaba si podría
907;tenía razón sobre
907;uno estos días
900;cinco cuatro tres
898;has hecho tu
894;podría haberlo hecho
893;dios mío dios
890;o debería decir
889;hace muchos años
887;ni si quiera
875;primera mi vida
874;nunca has tenido
873;e incluso si
872;o cualquier otro
867;tiempo has estado
864;único lugar donde
857;hace tres semanas
855;mi mamá mi
855;hace par años
850;tenías razón sobre
850;yo solo quería
847;debería haber estado
847;cuál tu nombre
845;tu padre tu
838;mi madre dijo
835;si hubiese sido
833;cuánto tiempo crees
831;debe haber alguna
830;ni siquiera podemos
829;oído hablar mucho
827;tenía tu edad
823;si alguien pregunta
821;mi padre tenía
815;ni siquiera yo
812;debe haber otra
807;mi buen amigo
803;ciudad nueva york
798;cuánto tiempo estado
797;alguna has visto
797;día san valentín
796;años mi vida
794;cualquier cosa pueda
793;si hubiera dicho
791;uno mis mejores
789;cuántas veces debo
789;cuántas veces has
788;han pasado tres
788;sigue todas tus
788;mi padre nunca
784;mi esposa e
783;mi madre siempre
782;conocemos desde hace
780;yo debería estar
777;mi madre murió
775;tu primer día
772;doy mi palabra
772;cuánto tiempo hace
770;si hubieras estado
767;ni siquiera saben
766;parte mi vida
762;seis o siete
761;mira tu alrededor
761;hola mi nombre
761;bajo ninguna circunstancia
760;padre hijo espíritu
760;cuál diferencia entre
754;veamos si podemos
753;llevo mucho tiempo
753;vi mis propios
751;siquiera sabemos si
751;algunas preguntas sobre
749;mis manos están
747;desde hace tiempo
746;mi padre siempre
745;ni siquiera conozco
745;segunda guerra mundial
743;tal palo tal
738;desde hace tres
736;mi mujer mi
735;han pasado años
727;pon tus manos
722;hace seis años
720;después estos años
720;mucho tiempo desde
720;mis amigos yo
717;has hecho mi
716;nunca mi vida
715;ni ti ni
709;unas preguntas sobre
706;cuánto tiempo vas
705;yo tenía años
704;será mejor vaya
702;mil millones dólares
701;día acción gracias
700;alguien quien pueda
696;si podemos encontrar
692;mi viejo amigo
690;mis hombres están
687;mi ex esposa
683;desde mi punto
678;cosas han cambiado
672;mucho tiempo antes
671;mis amigos están
670;nuestra única oportunidad
666;nunca había tenido
664;si necesitas ayuda
664;hace par semanas
664;has estado trabajando
662;whoa whoa whoa
662;si sirve consuelo
660;nombre padre hijo
658;si tu madre
654;da igual si
654;mi hermano mi
652;ni siquiera había
649;hasta hace poco
649;mucho mejor si
648;si puedes encontrar
647;mi punto vista
646;has perdido tu
645;siento si estuviera
644;ver si podía
643;si alguien sabe
641;día tras día
641;mi mujer yo
639;si usted quiere
639;mejor día mi
639;nuestra mejor oportunidad
638;alguna otra cosa
637;hacerle unas preguntas
637;debería haber hecho
637;cualquier cosa diga
637;feliz día san
635;si quiere hablar
635;jamás había visto
635;creí habías dicho
635;mi madre yo
632;tenga buen día
632;si les gusta
632;mi familia mi
631;mi padre solía
631;hace unas horas
624;han estado haciendo
619;mi madre dice
619;mi hijo mi
619;yo también amo
618;si hubiera visto
618;yo también alegro
617;mis amigos llaman
615;mi vida sido
612;ni siquiera debería
610;puedes estar seguro
609;debe haber algún
607;cada uno estos
607;lleva mucho tiempo
607;solo quería decir
606;mi padre dice
606;toda mi familia
605;si si si
605;si hubieras hecho
605;yo podría haber
603;ni siquiera gusta
602;ve si puedes
601;hace par días
598;ni siquiera tienen
598;usted sabe yo
595;di cuenta había
595;ni siquiera han
594;tus padres están
594;podrían haber sido
594;tu mejor amiga
594;otro lugar donde
593;pasar resto tu
593;com difunde cultura
592;hemos estado haciendo
591;si alguna necesitas
589;estado pensando mucho
588;uno mis hombres
587;c h ffff
586;sería genial si
585;alguna has estado
584;podemos hablar sobre
582;hasta donde yo
582;otro lado calle
581;si hubiera pasado
579;buena suerte tu
579;ni siquiera recuerdo
578;mi madre tenía
577;luego di cuenta
575;tu madre dijo
575;si crees puedes
575;si fueras mi
573;si hubieras dicho
573;pasar fin semana
571;podría haber ido
569;juro dios si
568;si vuelvo ver
567;preguntaba si podrías
567;desde primer día
566;has visto tu
565;sería fácil si
564;mas o menos
562;nunca oído hablar
562;yo nunca había
562;seis siete ocho
560;acabo recibir llamada
560;da mucho gusto
559;b c h
558;durante últimos años
558;solo quería decirte
557;siento si hubiera
555;tal si yo
555;hemos estado juntos
555;cuestión vida o
555;durante toda mi
555;siempre han sido
554;esos hijos puta
554;tengas buen día
554;mi trabajo mi
553;ja ja ja
553;tenía muchas ganas
553;ni siquiera estamos
553;entre otras cosas
552;gobierno estados unidos
552;mi querido amigo
552;acabo hablar teléfono
551;hace par meses
550;ninguna parte hasta
550;mi vida había
549;hemos estado trabajando
548;o mejor aún
547;cuánto tiempo llevan
547;siento mucho tu
546;has estado hablando
545;si fuera ti
545;cuánto tiempo estuvo
544;tu esposa tu
542;mi padre hombre
542;pudo haber estado
542;quizá algún día
542;feliz año nuevo
541;si hubiese sabido
540;lugar donde pueda
540;buenas noches señor
539;cada uno esos
538;pasé mucho tiempo
537;después tantos años
534;seis meses después
533;nunca había sentido
533;ver si pueden
533;debería haber sabido
532;haz tu trabajo
531;sigue siendo mi
531;hace ocho años
530;han pasado muchas
530;p r e
529;pasó mucho tiempo
529;hace siete años
529;estos tipos están
528;si hubiera querido
528;debe haber tenido
527;vida o muerte
526;cualquier cosa menos
526;da da da
525;antes des cuenta
525;mi vida entera
525;mi mamá dijo
522;desde hace unos
521;será mejor vayas
520;venir mi casa
519;mi madre solía
518;ni siquiera pude
517;quien haya hecho
517;feliz día acción
516;o mejor dicho
516;si les importa
514;déjame ver tus
514;mis mejores amigos
514;si mal recuerdo
513;hazme saber si
512;si alguien intenta
512;has estado alguna
512;cuánto tiempo estuviste
511;decir ni siquiera
510;había oído hablar
509;nadie ni siquiera
509;solo quería saber
508;habría pasado si
507;ni siquiera quería
507;podría haber tenido
505;o cualquier cosa
505;mi hija mi
505;si hubiera ido
505;mi vida si
502;hace tanto tiempo
501;ojalá pudiera decir
501;hace cuánto tiempo
499;pasado muchas cosas
499;mi instinto dice
498;nunca has hecho
498;has hablado tu
498;mi esposa mis
498;mi hermana mi
497;algún sitio donde
495;tu mamá yo
495;uno esos tipos
494;solo quería ver
493;nunca debería haber
492;tu padre quiere
492;cosas han estado
491;podía haber sido
491;nuestra única esperanza
489;podemos darnos lujo
488;medio millón dólares
488;nunca había hecho
487;ni siquiera están
486;si mi madre
486;mi esposo yo
486;hacerle algunas preguntas
485;tres días después
484;hablar usted sobre
483;hace mucho calor
483;si hubieras visto
482;fuera mi camino
482;nunca hemos tenido
482;últimos seis meses
481;han oído hablar
481;yo hemos tenido
480;pasar mucho tiempo
479;ir ver mi
479;tu vida tu
478;mientras yo esté
478;visto desde hace
478;hemos estado buscando
477;durante tres años
475;esposa e hijos
473;si fuera usted
471;hace mucho frío
471;dios mío mi
470;unas pocas horas
470;hemos estado hablando
470;yo también siento
469;tus amigos están
467;mi mamá dice
466;mira si puedes
466;siete u ocho
466;has dicho tu
466;tal si hacemos
466;robo mano armada
465;pude haber sido
465;todas esas personas
465;si hace falta
464;donde yo vengo
464;preguntó si podía
464;hace unos minutos
463;yo haría si
462;vivir mi vida
462;ni usted ni
462;alguna has pensado
461;yo tu lugar
460;cualquier otra persona
460;ir ninguna parte
460;ver si alguna
459;hacia otro lado
459;tu padre dijo
458;tu mamá tu
457;ni siquiera podía
456;ve ve ve
455;has visto mis
454;lugar donde podamos
453;gran diferencia entre
452;gracias tu ayuda
452;mi amigo yo
452;unos días después
452;yo también fui
452;mantén tus ojos
451;debería haber dicho
451;c b c
451;hiciste buen trabajo
450;mi familia mis
449;has estado fuera
449;muchas gracias venir
449;ni siquiera seguro
449;hago mi trabajo
448;todas estas personas
448;nunca debí haber
447;mis hijos están
446;deje mensaje después
445;ve buscar tu
445;mi hermana yo
444;siete ocho nueve
444;forma u otra
443;coronel o neill
442;necesitamos tu ayuda
442;hoy tu día
442;alguien debe haber
441;tómate tu tiempo
441;amor mi vida
441;nunca has sido
439;yo hubiera hecho
439;solo quería asegurarme
439;deben haber sido
439;haré cualquier cosa
438;había visto antes
437;tu casa tu
436;ni siquiera pueden
436;cuándo última vio
435;mi padre quiere
434;será mejor tengas
434;yo hago mi
434;madre mi padre
433;ver tu cara
433;uno nuestros mejores
433;mi padre dio
433;quiere hablar contigo
432;quita tus manos
432;desde otro lado
431;tener relaciones sexuales
431;veces pregunto si
430;mi marido yo
430;hombre mató mi
428;tu madre quiere
428;quieren saber si
428;tu última oportunidad
428;si alguno ustedes
427;na na na
427;si hubieras sido
425;ir algún lugar
425;solo dios sabe
425;has hecho buen
425;si solo pudiera
424;mi papá mi
424;cuántas veces dicho
424;ni siquiera vas
424;hubiera pasado si
423;tu viejo amigo
423;mi amor mi
423;hubiera sido mejor
423;podrías haber sido
423;podemos estar seguros
422;mi primer año
422;tu padre nunca
421;si has dado
421;durante cinco años
421;sería mucho fácil
421;yo hice mi
420;todas mis cosas
420;siempre has tenido
419;dices si fuera
418;ir ningún lado
418;unos pocos días
418;siento llegar tarde
418;mi papá dijo
418;mis ojos están
417;yo habría hecho
416;estados unidos américa
416;si uno ellos
416;podría perder mi
416;estado mucho tiempo
415;si yo pudiera
415;pensé sería mejor
415;seré yo quien
415;si yo fuese
414;será mejor si
414;nunca haría daño
414;parece haber sido
414;si hubiera dejado
413;podemos hablar otra
413;nunca había conocido
413;si puedes hacerlo
413;noche tras noche
413;hemos estado esperando
412;has hecho gran
412;cuándo última viste
411;han pasado cinco
411;ni siquiera pienses
410;siempre has estado
409;muchas cosas sobre
409;damas caballeros les
409;yo debería haber
408;ni ningún otro
408;mi madre nunca
408;ni dinero ni
408;si podemos conseguir
408;si uno nosotros
408;si hubiera dado
408;si mi hijo
407;debes tener cuidado
407;sería buen momento
407;seis cinco cuatro
407;ni siquiera tenía
406;yo también tuve
406;ni yo ni
405;ni siquiera importa
405;hemos sido amigos
405;antes había visto
404;nunca has oído
404;alguna has tenido
404;solo digo si
403;si fuera cierto
402;incluso si fuera
401;yo seré tu
401;yo estuve ahí
401;último lugar donde
401;mucho fácil si
401;estado nueva york
400;tu padre tenía
400;sigo siendo tu
400;estas personas están
400;ningún lado hasta
400;según mis cálculos
399;siento haber sido
399;ni siquiera les
399;cuánto tiempo hasta
399;si alguien ve
398;hace unos seis
398;les presento mi
397;pasas mucho tiempo
397;debería haber ido
396;había visto mi
396;hecho buen trabajo
396;pregunto si podría
396;venga nosotros tu
396;ni mí ni
395;o alguna otra
395;podrían estar cualquier
395;si dios quiere
395;si yo digo
393;da gusto verte
393;tres días antes
392;solo hago mi
392;preguntó si quería
392;bajo mucha presión
392;después hemos pasado
392;tener alguien quien
392;gente hace cosas
390;haber hecho hace
390;dile tu padre
390;murió hace tres
390;tu papá yo
389;hecho muchas cosas
389;siete seis cinco
389;siento mucho haber
389;debido respeto señor
388;espero haya sido
388;unas cuantas cosas
387;si dices verdad
387;mi corazón mi
387;despierto toda noche
387;si tienen alguna
387;marvel agents of
386;solo unos pocos
386;últimos tres años
386;si importa gustaría
386;mi ex novio
385;mi papá yo
385;han pasado seis
385;mi último día
385;peor día mi
384;mi padre hizo
384;durante muchos años
384;pasa mucho tiempo
384;si quiere ir
383;mi primer trabajo
383;verdad toda verdad
383;pon manos sobre
383;estamos hablando mi
383;plena luz día
382;cinco minutos después
382;habría hecho si
381;tener mi propia
381;mi verdadero nombre
381;si fuera verdad
381;hombre o mujer
380;mis padres murieron
380;ve ver tu
379;alguna has oído
379;siempre has querido
379;tal algún día
379;debería haber dejado
379;resto nuestras vidas
378;iré ningún lado
378;daría cualquier cosa
378;si les digo
377;ve ver si
377;si alguien hace
376;queremos saber si
376;mi vida nunca
376;hombres mujeres niños
376;llevas mucho tiempo
376;quería darte gracias
375;estas cosas pasan
375;uno nunca sabe
374;mi padre también
374;casa mis padres
374;mi hijo yo
372;quiénes eran esos
372;hace diez minutos
372;debe haber alguien
372;pasado tanto tiempo
372;debe estar algún
371;nuestra primera cita
371;ver si había
371;mis amigos mi
371;si vas estar
371;cinco minutos antes
371;vine ver si
371;estos últimos días
370;probablemente ni siquiera
370;yo les digo
370;necesito hablar mi
369;quiere decir si
369;acabo darme cuenta
369;yo tenía tu
369;has sido gran
369;mis labios están
368;o tres veces
368;muchas gracias tu
368;pensé había dicho
368;hasta donde sabemos
368;hace cinco minutos
367;ir buscar mi
367;si tu vida
